"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"HRV","HOUSECOST","RENT","IDX2015","Q","2022-Q4",114.174428700804,
"HRV","HOUSECOST","RENT","IDX2015","Q","2023-Q1",115.988967799262,
"ROU","HOUSECOST","RENT","IDX2015","Q","2021-Q2",112.499387598451,
"ROU","HOUSECOST","RENT","IDX2015","Q","2021-Q3",113.28261979721,
"ROU","HOUSECOST","RENT","IDX2015","Q","2021-Q4",114.363101139525,
"ROU","HOUSECOST","RENT","IDX2015","Q","2022-Q1",115.544865721482,
"ROU","HOUSECOST","RENT","IDX2015","Q","2022-Q2",117.134834469399,
"ROU","HOUSECOST","RENT","IDX2015","Q","2022-Q3",119.18223786222,
"ROU","HOUSECOST","RENT","IDX2015","Q","2022-Q4",122.062011311519,
"ROU","HOUSECOST","RENT","IDX2015","Q","2023-Q1",124.590820334994,
